date,t1,tVal,bin,windowSize
2018-01-02 08:00:00,2018-01-03 03:00:00,10.043646146706001,1.0,19
2018-01-02 09:00:00,2018-01-03 04:00:00,9.493806357334657,1.0,19
2018-01-02 10:00:00,2018-01-03 05:00:00,9.213465650990958,1.0,19
2018-01-02 11:00:00,2018-01-03 06:00:00,8.59939538866205,1.0,19
2018-01-02 12:00:00,2018-01-03 07:00:00,8.76038629486207,1.0,19
2018-01-02 13:00:00,2018-01-03 08:00:00,8.23662502752897,1.0,19
2018-01-02 14:00:00,2018-01-03 08:00:00,7.316254264139784,1.0,18
2018-01-02 15:00:00,2018-01-03 08:00:00,6.496343984613549,1.0,17
2018-01-02 16:00:00,2018-01-02 21:00:00,6.826541365159661,1.0,5
2018-01-02 17:00:00,2018-01-03 08:00:00,4.708749737508306,1.0,15
2018-01-02 18:00:00,2018-01-03 08:00:00,4.079178677248926,1.0,14
2018-01-02 19:00:00,2018-01-03 08:00:00,3.5823675851306582,1.0,13
2018-01-02 20:00:00,2018-01-03 08:00:00,2.7670122704156626,1.0,12
2018-01-02 21:00:00,2018-01-03 08:00:00,3.1350431478915866,1.0,11
2018-01-02 22:00:00,2018-01-03 08:00:00,4.220575580180588,1.0,10
2018-01-02 23:00:00,2018-01-03 08:00:00,4.746268691537039,1.0,9
2018-01-03 00:00:00,2018-01-03 08:00:00,4.1791408280655995,1.0,8
2018-01-03 01:00:00,2018-01-03 08:00:00,3.194333188565436,1.0,7
2018-01-03 02:00:00,2018-01-03 08:00:00,2.4057843729298987,1.0,6
2018-01-03 03:00:00,2018-01-03 15:00:00,-1.9912607520094265,-1.0,12
2018-01-03 04:00:00,2018-01-03 13:00:00,-1.8495059010675412,-1.0,9
2018-01-03 05:00:00,2018-01-03 13:00:00,-2.5883618553623013,-1.0,8
2018-01-03 06:00:00,2018-01-03 13:00:00,-3.1267421477666826,-1.0,7
2018-01-03 07:00:00,2018-01-03 13:00:00,-7.327597983679007,-1.0,6
2018-01-03 08:00:00,2018-01-03 13:00:00,-5.416996008378816,-1.0,5
2018-01-03 09:00:00,2018-01-04 03:00:00,2.0122018667483434,1.0,18
2018-01-03 10:00:00,2018-01-04 03:00:00,2.5822454552531138,1.0,17
2018-01-03 11:00:00,2018-01-04 03:00:00,2.685255870028909,1.0,16
2018-01-03 12:00:00,2018-01-04 03:00:00,2.3463249196028064,1.0,15
2018-01-03 13:00:00,2018-01-04 03:00:00,2.253259267103699,1.0,14
2018-01-03 14:00:00,2018-01-04 03:00:00,1.4940267360416222,1.0,13
2018-01-03 15:00:00,2018-01-04 10:00:00,-1.8729084859021072,-1.0,19
2018-01-03 16:00:00,2018-01-04 11:00:00,-2.6557822461166176,-1.0,19
2018-01-03 17:00:00,2018-01-04 12:00:00,-2.7251510576933424,-1.0,19
2018-01-03 18:00:00,2018-01-04 03:00:00,3.502625820992537,1.0,9
2018-01-03 19:00:00,2018-01-04 14:00:00,-3.464481889422439,-1.0,19
2018-01-03 20:00:00,2018-01-04 15:00:00,-4.218577157595761,-1.0,19
2018-01-03 21:00:00,2018-01-04 15:00:00,-5.0394130867770075,-1.0,18
2018-01-03 22:00:00,2018-01-04 17:00:00,-5.202194922164895,-1.0,19
2018-01-03 23:00:00,2018-01-04 15:00:00,-4.821704414600091,-1.0,16
2018-01-04 00:00:00,2018-01-04 14:00:00,-6.597587789284068,-1.0,14
2018-01-04 01:00:00,2018-01-04 14:00:00,-5.969347156534273,-1.0,13
2018-01-04 02:00:00,2018-01-04 14:00:00,-5.6835251836922405,-1.0,12
2018-01-04 03:00:00,2018-01-04 14:00:00,-4.59250600876837,-1.0,11
2018-01-04 04:00:00,2018-01-04 14:00:00,-3.542855062037423,-1.0,10
2018-01-04 05:00:00,2018-01-04 14:00:00,-3.076366066108519,-1.0,9
2018-01-04 06:00:00,2018-01-05 01:00:00,2.685495125259497,1.0,19
2018-01-04 07:00:00,2018-01-05 02:00:00,4.531415537880758,1.0,19
2018-01-04 08:00:00,2018-01-05 03:00:00,6.010818316045642,1.0,19
2018-01-04 09:00:00,2018-01-05 03:00:00,11.855910074273,1.0,18
2018-01-04 10:00:00,2018-01-05 03:00:00,10.491946166261936,1.0,17
2018-01-04 11:00:00,2018-01-05 02:00:00,10.986059321254897,1.0,15
2018-01-04 12:00:00,2018-01-05 02:00:00,10.117476222152908,1.0,14
2018-01-04 13:00:00,2018-01-05 02:00:00,10.349098812469816,1.0,13
2018-01-04 14:00:00,2018-01-05 02:00:00,9.168197628160613,1.0,12
2018-01-04 15:00:00,2018-01-05 02:00:00,7.615797238484743,1.0,11
2018-01-04 16:00:00,2018-01-05 02:00:00,6.220710843614011,1.0,10
2018-01-04 17:00:00,2018-01-05 12:00:00,5.448477034560282,1.0,19
2018-01-04 18:00:00,2018-01-05 13:00:00,5.562861734417272,1.0,19
2018-01-04 19:00:00,2018-01-05 14:00:00,5.969780285519427,1.0,19
2018-01-04 20:00:00,2018-01-05 15:00:00,6.541750710732317,1.0,19
2018-01-04 21:00:00,2018-01-05 16:00:00,7.566312128563413,1.0,19
2018-01-04 22:00:00,2018-01-05 17:00:00,8.12303677676962,1.0,19
2018-01-04 23:00:00,2018-01-05 18:00:00,8.698787652965684,1.0,19
2018-01-05 00:00:00,2018-01-05 19:00:00,9.652730916054642,1.0,19
2018-01-05 01:00:00,2018-01-05 20:00:00,11.005721067438806,1.0,19
2018-01-05 02:00:00,2018-01-05 21:00:00,12.220240125092285,1.0,19
2018-01-05 03:00:00,2018-01-05 22:00:00,14.651934695335239,1.0,19
2018-01-05 04:00:00,2018-01-05 23:00:00,15.809331919823594,1.0,19
2018-01-05 05:00:00,2018-01-05 23:00:00,14.717873158107126,1.0,18
2018-01-05 06:00:00,2018-01-06 01:00:00,13.733280240114908,1.0,19
2018-01-05 07:00:00,2018-01-06 02:00:00,13.442534379724556,1.0,19
2018-01-05 08:00:00,2018-01-06 02:00:00,12.437732108375782,1.0,18
2018-01-05 09:00:00,2018-01-06 02:00:00,14.847504293513541,1.0,17
2018-01-05 10:00:00,2018-01-06 02:00:00,13.139955289057816,1.0,16
2018-01-05 11:00:00,2018-01-06 02:00:00,11.905444685622546,1.0,15
2018-01-05 12:00:00,2018-01-06 02:00:00,12.043556489409397,1.0,14
2018-01-05 13:00:00,2018-01-05 23:00:00,12.98485033711949,1.0,10
2018-01-05 14:00:00,2018-01-05 23:00:00,11.121285484468217,1.0,9
2018-01-05 15:00:00,2018-01-05 23:00:00,9.1019672005366,1.0,8
2018-01-05 16:00:00,2018-01-05 23:00:00,7.057975383236946,1.0,7
2018-01-05 17:00:00,2018-01-06 02:00:00,5.869621724308314,1.0,9
2018-01-05 18:00:00,2018-01-06 02:00:00,4.5003869595766846,1.0,8
2018-01-05 19:00:00,2018-01-06 02:00:00,4.1471694763710705,1.0,7
2018-01-05 20:00:00,2018-01-06 15:00:00,-4.759287116604043,-1.0,19
2018-01-05 21:00:00,2018-01-06 14:00:00,-6.5137295581594135,-1.0,17
2018-01-05 22:00:00,2018-01-06 14:00:00,-6.459066004248118,-1.0,16
2018-01-05 23:00:00,2018-01-06 14:00:00,-5.8941052232506905,-1.0,15
2018-01-06 00:00:00,2018-01-06 14:00:00,-5.058247502560098,-1.0,14
2018-01-06 01:00:00,2018-01-06 14:00:00,-4.813482424550162,-1.0,13
2018-01-06 02:00:00,2018-01-06 14:00:00,-3.8815921119190135,-1.0,12
2018-01-06 03:00:00,2018-01-06 14:00:00,-3.466130855057223,-1.0,11
2018-01-06 04:00:00,2018-01-06 23:00:00,3.464899041072256,1.0,19
2018-01-06 05:00:00,2018-01-07 00:00:00,4.316178062052202,1.0,19
2018-01-06 06:00:00,2018-01-07 01:00:00,4.677130133356636,1.0,19
2018-01-06 07:00:00,2018-01-07 02:00:00,6.5286037682362315,1.0,19
2018-01-06 08:00:00,2018-01-07 02:00:00,7.059235490032006,1.0,18
2018-01-06 09:00:00,2018-01-07 02:00:00,7.2875829456566565,1.0,17
2018-01-06 10:00:00,2018-01-07 01:00:00,6.84211552450418,1.0,15
2018-01-06 11:00:00,2018-01-07 00:00:00,6.09335766253878,1.0,13
2018-01-06 12:00:00,2018-01-07 00:00:00,7.1703570051999925,1.0,12
2018-01-06 13:00:00,2018-01-06 18:00:00,7.519953927643348,1.0,5
2018-01-06 14:00:00,2018-01-07 00:00:00,6.081349153435788,1.0,10
2018-01-06 15:00:00,2018-01-07 00:00:00,4.982552298535535,1.0,9
2018-01-06 16:00:00,2018-01-07 00:00:00,3.728827516800165,1.0,8
2018-01-06 17:00:00,2018-01-07 00:00:00,2.748207251366029,1.0,7
2018-01-06 18:00:00,2018-01-07 00:00:00,2.9822810808586997,1.0,6
2018-01-06 19:00:00,2018-01-07 00:00:00,3.500968836025649,1.0,5
2018-01-06 20:00:00,2018-01-07 15:00:00,-3.3571337776825643,-1.0,19
2018-01-06 21:00:00,2018-01-07 07:00:00,-5.279674723704447,-1.0,10
2018-01-06 22:00:00,2018-01-07 07:00:00,-8.852308204737199,-1.0,9
2018-01-06 23:00:00,2018-01-07 07:00:00,-12.382561948798578,-1.0,8
2018-01-07 00:00:00,2018-01-07 07:00:00,-9.618476779610424,-1.0,7
2018-01-07 01:00:00,2018-01-07 07:00:00,-7.291385228862828,-1.0,6
2018-01-07 02:00:00,2018-01-07 07:00:00,-5.641119524008051,-1.0,5
2018-01-07 03:00:00,2018-01-07 22:00:00,-4.97004387920154,-1.0,19
2018-01-07 04:00:00,2018-01-07 22:00:00,-4.555148610778125,-1.0,18
2018-01-07 05:00:00,2018-01-08 00:00:00,-4.6687026696702905,-1.0,19
2018-01-07 06:00:00,2018-01-08 01:00:00,-5.216550533335904,-1.0,19
2018-01-07 07:00:00,2018-01-08 02:00:00,-6.704257364567549,-1.0,19
2018-01-07 08:00:00,2018-01-08 03:00:00,-8.860862226313303,-1.0,19
2018-01-07 09:00:00,2018-01-08 04:00:00,-9.033732420682492,-1.0,19
2018-01-07 10:00:00,2018-01-08 05:00:00,-9.144289189144567,-1.0,19
2018-01-07 11:00:00,2018-01-08 06:00:00,-8.796796125194264,-1.0,19
2018-01-07 12:00:00,2018-01-08 07:00:00,-8.385736491670293,-1.0,19
2018-01-07 13:00:00,2018-01-08 08:00:00,-7.5934363559039015,-1.0,19
2018-01-07 14:00:00,2018-01-08 09:00:00,-7.831846271575686,-1.0,19
2018-01-07 15:00:00,2018-01-08 10:00:00,-7.943110652353304,-1.0,19
2018-01-07 16:00:00,2018-01-08 11:00:00,-7.953050507914031,-1.0,19
2018-01-07 17:00:00,2018-01-08 12:00:00,-7.379136725318234,-1.0,19
2018-01-07 18:00:00,2018-01-08 13:00:00,-7.458017479851201,-1.0,19
2018-01-07 19:00:00,2018-01-08 13:00:00,-8.729997069426199,-1.0,18
2018-01-07 20:00:00,2018-01-08 13:00:00,-8.318047759957407,-1.0,17
2018-01-07 21:00:00,2018-01-08 13:00:00,-7.7162211009531605,-1.0,16
2018-01-07 22:00:00,2018-01-08 16:00:00,-7.0272139577257215,-1.0,18
2018-01-07 23:00:00,2018-01-08 16:00:00,-6.412465369915409,-1.0,17
2018-01-08 00:00:00,2018-01-08 13:00:00,-5.5841219080557005,-1.0,13
2018-01-08 01:00:00,2018-01-08 18:00:00,-4.912375926722784,-1.0,17
2018-01-08 02:00:00,2018-01-08 16:00:00,-4.767372639605489,-1.0,14
2018-01-08 03:00:00,2018-01-08 16:00:00,-4.43036877046839,-1.0,13
2018-01-08 04:00:00,2018-01-08 16:00:00,-4.166558120639551,-1.0,12
2018-01-08 05:00:00,2018-01-08 16:00:00,-3.974154823306237,-1.0,11
2018-01-08 06:00:00,2018-01-08 11:00:00,-4.2585015132567605,-1.0,5
2018-01-08 07:00:00,2018-01-08 16:00:00,-3.7999580261291945,-1.0,9
2018-01-08 08:00:00,2018-01-08 15:00:00,-3.373484993962528,-1.0,7
2018-01-08 09:00:00,2018-01-08 15:00:00,-2.6989746042542726,-1.0,6
2018-01-08 10:00:00,2018-01-08 15:00:00,-2.479373925308133,-1.0,5
2018-01-08 11:00:00,2018-01-08 16:00:00,-2.1091736931283522,-1.0,5
2018-01-08 12:00:00,2018-01-09 06:00:00,1.9119008835064863,1.0,18
2018-01-08 13:00:00,2018-01-09 08:00:00,2.9552071348591737,1.0,19
2018-01-08 14:00:00,2018-01-09 05:00:00,4.3489191279773,1.0,15
2018-01-08 15:00:00,2018-01-09 05:00:00,3.872243343284952,1.0,14
2018-01-08 16:00:00,2018-01-09 05:00:00,3.5634931372546994,1.0,13
2018-01-08 17:00:00,2018-01-09 05:00:00,2.759590397773856,1.0,12
2018-01-08 18:00:00,2018-01-09 05:00:00,2.6719648204422826,1.0,11
2018-01-08 19:00:00,2018-01-09 05:00:00,2.1026795995789693,1.0,10
2018-01-08 20:00:00,2018-01-09 05:00:00,2.423172160521867,1.0,9
2018-01-08 21:00:00,2018-01-09 05:00:00,3.3206950093723777,1.0,8
2018-01-08 22:00:00,2018-01-09 05:00:00,3.857452764795458,1.0,7
2018-01-08 23:00:00,2018-01-09 04:00:00,4.2215745908374,1.0,5
2018-01-09 00:00:00,2018-01-09 16:00:00,-4.369545339382959,-1.0,16
2018-01-09 01:00:00,2018-01-09 16:00:00,-5.75616099629069,-1.0,15
2018-01-09 02:00:00,2018-01-09 14:00:00,-6.352466965090243,-1.0,12
2018-01-09 03:00:00,2018-01-09 14:00:00,-6.569865432097337,-1.0,11
2018-01-09 04:00:00,2018-01-09 14:00:00,-6.677115991216051,-1.0,10
2018-01-09 05:00:00,2018-01-09 14:00:00,-5.902502444520903,-1.0,9
2018-01-09 06:00:00,2018-01-09 14:00:00,-4.718819764251274,-1.0,8
2018-01-09 07:00:00,2018-01-09 14:00:00,-5.237486463903422,-1.0,7
2018-01-09 08:00:00,2018-01-09 14:00:00,-7.395619644325143,-1.0,6
2018-01-09 09:00:00,2018-01-09 14:00:00,-5.464096746000169,-1.0,5
2018-01-09 10:00:00,2018-01-10 05:00:00,-4.716508389349329,-1.0,19
2018-01-09 11:00:00,2018-01-10 06:00:00,-4.883807086576901,-1.0,19
2018-01-09 12:00:00,2018-01-10 07:00:00,-5.12314782618875,-1.0,19
2018-01-09 13:00:00,2018-01-10 08:00:00,-5.2361848035893175,-1.0,19
2018-01-09 14:00:00,2018-01-10 09:00:00,-6.161862126754248,-1.0,19
2018-01-09 15:00:00,2018-01-10 10:00:00,-9.416128270439303,-1.0,19
2018-01-09 16:00:00,2018-01-10 11:00:00,-10.018207897206992,-1.0,19
2018-01-09 17:00:00,2018-01-10 02:00:00,-12.577963531132486,-1.0,9
2018-01-09 18:00:00,2018-01-10 02:00:00,-14.897332311002792,-1.0,8
2018-01-09 19:00:00,2018-01-10 02:00:00,-11.472334487743113,-1.0,7
2018-01-09 20:00:00,2018-01-10 01:00:00,-10.191146209237342,-1.0,5
2018-01-09 21:00:00,2018-01-10 02:00:00,-7.139235258663233,-1.0,5
2018-01-09 22:00:00,2018-01-10 14:00:00,-5.107257322584379,-1.0,16
2018-01-09 23:00:00,2018-01-10 14:00:00,-4.237264188863026,-1.0,15
2018-01-10 00:00:00,2018-01-10 15:00:00,-3.4710724396669224,-1.0,15
2018-01-10 01:00:00,2018-01-10 15:00:00,-2.741897067709737,-1.0,14
2018-01-10 02:00:00,2018-01-10 14:00:00,-2.6883037615513814,-1.0,12
2018-01-10 03:00:00,2018-01-10 22:00:00,2.4244104379102867,1.0,19
2018-01-10 04:00:00,2018-01-10 23:00:00,3.374447665204755,1.0,19
2018-01-10 05:00:00,2018-01-11 00:00:00,4.259402450239158,1.0,19
2018-01-10 06:00:00,2018-01-11 01:00:00,4.967259926537802,1.0,19
2018-01-10 07:00:00,2018-01-11 01:00:00,5.217151438367254,1.0,18
2018-01-10 08:00:00,2018-01-11 01:00:00,6.014150475932007,1.0,17
2018-01-10 09:00:00,2018-01-11 01:00:00,6.58918353787816,1.0,16
2018-01-10 10:00:00,2018-01-11 01:00:00,5.6251273794636285,1.0,15
2018-01-10 11:00:00,2018-01-11 01:00:00,5.320207879157515,1.0,14
2018-01-10 12:00:00,2018-01-11 01:00:00,4.560844846718727,1.0,13
2018-01-10 13:00:00,2018-01-11 01:00:00,3.950533268272596,1.0,12
2018-01-10 14:00:00,2018-01-11 09:00:00,-3.1791507170278757,-1.0,19
2018-01-10 15:00:00,2018-01-11 10:00:00,-4.555176367698403,-1.0,19
2018-01-10 16:00:00,2018-01-11 11:00:00,-6.50464886469168,-1.0,19
2018-01-10 17:00:00,2018-01-11 12:00:00,-6.5965957825895085,-1.0,19
2018-01-10 18:00:00,2018-01-11 13:00:00,-7.075574859025364,-1.0,19
2018-01-10 19:00:00,2018-01-11 14:00:00,-6.682765301220267,-1.0,19
2018-01-10 20:00:00,2018-01-11 14:00:00,-6.210261655738071,-1.0,18
2018-01-10 21:00:00,2018-01-11 14:00:00,-5.980556361793432,-1.0,17
2018-01-10 22:00:00,2018-01-11 10:00:00,-5.851017032426276,-1.0,12
2018-01-10 23:00:00,2018-01-11 07:00:00,-6.636010549461666,-1.0,8
2018-01-11 00:00:00,2018-01-11 06:00:00,-9.639580972725952,-1.0,6
2018-01-11 01:00:00,2018-01-11 06:00:00,-6.721288106869647,-1.0,5
2018-01-11 02:00:00,2018-01-11 07:00:00,-3.3686165904850425,-1.0,5
2018-01-11 03:00:00,2018-01-11 14:00:00,-2.4692344061962634,-1.0,11
2018-01-11 04:00:00,2018-01-11 23:00:00,2.8414744720144114,1.0,19
2018-01-11 05:00:00,2018-01-12 00:00:00,4.809427586886156,1.0,19
2018-01-11 06:00:00,2018-01-12 01:00:00,6.126081769056375,1.0,19
2018-01-11 07:00:00,2018-01-12 02:00:00,5.4896429387128665,1.0,19
2018-01-11 08:00:00,2018-01-12 03:00:00,5.217342048970901,1.0,19
2018-01-11 09:00:00,2018-01-12 04:00:00,4.819320506593693,1.0,19
2018-01-11 10:00:00,2018-01-12 03:00:00,4.34020802775463,1.0,17
2018-01-11 11:00:00,2018-01-12 01:00:00,3.833233958154419,1.0,14
2018-01-11 12:00:00,2018-01-11 22:00:00,3.3120313839743645,1.0,10
2018-01-11 13:00:00,2018-01-11 18:00:00,2.954195783503939,1.0,5
2018-01-11 14:00:00,2018-01-11 23:00:00,1.7320508075690957,1.0,9
2018-01-11 15:00:00,2018-01-12 08:00:00,-3.552068059595705,-1.0,17
2018-01-11 16:00:00,2018-01-12 09:00:00,-3.552068059595705,-1.0,17
2018-01-11 17:00:00,2018-01-12 10:00:00,-3.552068059595705,-1.0,17
2018-01-11 18:00:00,2018-01-12 11:00:00,-3.552068059595705,-1.0,17
2018-01-11 19:00:00,2018-01-12 12:00:00,-3.552068059595705,-1.0,17
2018-01-11 20:00:00,2018-01-12 13:00:00,-3.552068059595705,-1.0,17
2018-01-11 21:00:00,2018-01-12 14:00:00,-3.552068059595705,-1.0,17
2018-01-11 22:00:00,2018-01-12 15:00:00,-3.552068059595705,-1.0,17
2018-01-11 23:00:00,2018-01-12 18:00:00,-3.3459112288312323,-1.0,19
2018-01-12 00:00:00,2018-01-12 19:00:00,-4.086031347641889,-1.0,19
2018-01-12 01:00:00,2018-01-12 20:00:00,-4.824506406769989,-1.0,19
2018-01-12 02:00:00,2018-01-12 21:00:00,-5.55492059863522,-1.0,19
2018-01-12 03:00:00,2018-01-12 22:00:00,-6.2449979983983175,-1.0,19
2018-01-12 04:00:00,2018-01-12 23:00:00,-6.833937569417864,-1.0,19
2018-01-12 05:00:00,2018-01-13 00:00:00,-7.239596998858439,-1.0,19
2018-01-12 06:00:00,2018-01-13 01:00:00,-7.385489458759771,-1.0,19
2018-01-12 07:00:00,2018-01-13 02:00:00,-7.239596998858356,-1.0,19
2018-01-12 08:00:00,2018-01-13 02:00:00,-6.837397165588605,-1.0,18
2018-01-12 09:00:00,2018-01-13 01:00:00,-6.3548890930222495,-1.0,16
2018-01-12 10:00:00,2018-01-13 00:00:00,-5.828185132224521,-1.0,14
2018-01-12 11:00:00,2018-01-12 22:00:00,-5.2565748303784705,-1.0,11
2018-01-12 12:00:00,2018-01-12 21:00:00,-4.618802153516803,-1.0,9
2018-01-12 13:00:00,2018-01-12 20:00:00,-3.8729833462074463,-1.0,7
2018-01-12 14:00:00,2018-01-12 19:00:00,-2.9541957835040256,-1.0,5
2018-01-12 15:00:00,2018-01-13 08:00:00,-1.7320508075692413,-1.0,17
2018-01-12 16:00:00,2018-01-13 11:00:00,2.113351205225331,1.0,19
2018-01-12 17:00:00,2018-01-13 10:00:00,-2.0615528128088303,-1.0,17
2018-01-12 18:00:00,2018-01-13 13:00:00,2.5846493710238923,1.0,19
2018-01-12 19:00:00,2018-01-13 14:00:00,3.345911228831351,1.0,19
2018-01-12 20:00:00,2018-01-13 15:00:00,4.09135573257747,1.0,19
2018-01-12 21:00:00,2018-01-13 16:00:00,4.912969237563447,1.0,19
2018-01-12 22:00:00,2018-01-13 17:00:00,5.802238074494278,1.0,19
2018-01-12 23:00:00,2018-01-13 18:00:00,6.726896384009091,1.0,19
2018-01-13 00:00:00,2018-01-13 19:00:00,7.555319599332081,1.0,19
2018-01-13 01:00:00,2018-01-13 20:00:00,8.120430779694425,1.0,19
2018-01-13 02:00:00,2018-01-13 20:00:00,8.180231377960922,1.0,18
2018-01-13 03:00:00,2018-01-13 20:00:00,8.182947665106553,1.0,17
2018-01-13 04:00:00,2018-01-13 20:00:00,8.094397092422938,1.0,16
2018-01-13 05:00:00,2018-01-13 19:00:00,8.047955135336338,1.0,14
2018-01-13 06:00:00,2018-01-13 18:00:00,7.915628667300226,1.0,12
2018-01-13 07:00:00,2018-01-13 18:00:00,7.753653951821138,1.0,11
2018-01-13 08:00:00,2018-01-13 17:00:00,7.264163009053778,1.0,9
2018-01-13 09:00:00,2018-01-13 17:00:00,6.521232327220303,1.0,8
2018-01-13 10:00:00,2018-01-13 17:00:00,5.203143898371462,1.0,7
2018-01-13 11:00:00,2018-01-13 17:00:00,3.66577540911088,1.0,6
2018-01-13 12:00:00,2018-01-13 17:00:00,3.8377795805262047,1.0,5
2018-01-13 13:00:00,2018-01-13 18:00:00,2.8758438872164644,1.0,5
2018-01-13 14:00:00,2018-01-14 09:00:00,-4.479690771071878,-1.0,19
2018-01-13 15:00:00,2018-01-14 10:00:00,-6.97255631213898,-1.0,19
2018-01-13 16:00:00,2018-01-14 11:00:00,-7.737692682305886,-1.0,19
2018-01-13 17:00:00,2018-01-13 22:00:00,-10.214463486041367,-1.0,5
2018-01-13 18:00:00,2018-01-14 13:00:00,-9.285125689013276,-1.0,19
2018-01-13 19:00:00,2018-01-14 14:00:00,-9.478855792753642,-1.0,19
2018-01-13 20:00:00,2018-01-14 15:00:00,-10.433059265359377,-1.0,19
2018-01-13 21:00:00,2018-01-14 16:00:00,-11.513734046547869,-1.0,19
2018-01-13 22:00:00,2018-01-14 17:00:00,-13.543410230089247,-1.0,19
2018-01-13 23:00:00,2018-01-14 17:00:00,-14.368974650915451,-1.0,18
2018-01-14 00:00:00,2018-01-14 17:00:00,-13.282475767655347,-1.0,17
2018-01-14 01:00:00,2018-01-14 17:00:00,-12.533752450024213,-1.0,16
2018-01-14 02:00:00,2018-01-14 17:00:00,-11.251366671121435,-1.0,15
2018-01-14 03:00:00,2018-01-14 17:00:00,-9.826833683839316,-1.0,14
2018-01-14 04:00:00,2018-01-14 17:00:00,-8.410893544995897,-1.0,13
2018-01-14 05:00:00,2018-01-14 17:00:00,-8.089057683940283,-1.0,12
2018-01-14 06:00:00,2018-01-14 17:00:00,-6.819239087734646,-1.0,11
2018-01-14 07:00:00,2018-01-14 17:00:00,-6.128772497705019,-1.0,10
2018-01-14 08:00:00,2018-01-14 17:00:00,-4.8660416287918755,-1.0,9
2018-01-14 09:00:00,2018-01-14 17:00:00,-3.706090390944884,-1.0,8
2018-01-14 10:00:00,2018-01-14 17:00:00,-4.074496175786449,-1.0,7
2018-01-14 11:00:00,2018-01-14 17:00:00,-3.7904364498726326,-1.0,6
2018-01-14 12:00:00,2018-01-14 17:00:00,-2.6466975384226097,-1.0,5
2018-01-14 13:00:00,2018-01-15 08:00:00,2.465257067326227,1.0,19
2018-01-14 14:00:00,2018-01-15 09:00:00,2.7608442642696582,1.0,19
2018-01-14 15:00:00,2018-01-15 10:00:00,3.981586041611199,1.0,19
2018-01-14 16:00:00,2018-01-15 11:00:00,4.51614382139014,1.0,19
2018-01-14 17:00:00,2018-01-15 12:00:00,4.140549578339441,1.0,19
2018-01-14 18:00:00,2018-01-15 13:00:00,4.021799604902168,1.0,19
2018-01-14 19:00:00,2018-01-15 14:00:00,4.632518017196564,1.0,19
2018-01-14 20:00:00,2018-01-15 15:00:00,5.517747337995398,1.0,19
2018-01-14 21:00:00,2018-01-15 16:00:00,5.678711433082156,1.0,19
2018-01-14 22:00:00,2018-01-15 17:00:00,5.714323358142241,1.0,19
2018-01-14 23:00:00,2018-01-15 17:00:00,5.0306297659937735,1.0,18
2018-01-15 00:00:00,2018-01-15 17:00:00,5.027429981038534,1.0,17
2018-01-15 01:00:00,2018-01-15 17:00:00,4.957478785533532,1.0,16
2018-01-15 02:00:00,2018-01-15 17:00:00,6.486110473041937,1.0,15
